Room_ID,Description,Number_of_Vertices,Shape_Type,Co-ordinates,Room_Length,Room_Width,Room_Height,Door_Width,Door_Height,Door_X_Position,Door_Y_Position,Door_Swing_Clearance,Toilet_Width,Toilet_Depth,Toilet_Height,Toilet_X_Position,Toilet_Y_Position,Toilet_X_End,Toilet_Y_End,Toilet_Rotation,Toilet_Front_Clearance,Toilet_Side_Clearance,Has_Toilet,Sink_Width,Sink_Depth,Sink_Height,Sink_X_Position,Sink_Y_Position,Sink_X_End,Sink_Y_End,Sink_Rotation,Sink_Front_Clearance,Sink_Side_Clearance,Has_Sink,Bathtub_Width,Bathtub_Depth,Bathtub_Height,Bathtub_X_Position,Bathtub_Y_Position,Bathtub_X_End,Bathtub_Y_End,Bathtub_Rotation,Bathtub_Entry_Clearance,Has_Bathtub,Bathtub_Front_Clearance,Bathtub_Side_Clearance,Room_Shape
B-034,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",60,67,103.6065683933726,30,84,3,60,30,28,19,15,9.626698703989405,10.263185614390425,58,28,90,20.215957864405397,10,1,21,30,33,0.8152472020856933,7.634608831364591,30,21,270,25.59560476703957,10,1,36,60,15,-2.7840632857945886,-67.9999941766804,102,60,180,24,0,24.88477032695438,21.02694780995721,Rectangle
B-038,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",78,98,92.0293963864374,30,84,0,69,30,28,19,15,27.028275216650496,5.72571076499016,60,64,270,21.959238671024863,10,1,21,30,33,5.665741184784126,5.213772221941335,60,102,90,28.21246396329571,10,1,36,60,15,17.281136527179385,5.582943747899368,60,36,0,24,1,20.341089119699976,20.60665404440109,Rectangle
B-055,Bathroom - Three-Quarter Bath (2-Wall) - Center,6,L-Shaped,"""0,0 ;
0,72 ;
87,72 ;
87,36 ;
66,36 ;
66,0 ;
0,0""",96,100,103.64996889955376,30,84,33,72,30,19,28,15,8.167255535345701,16.38902635632275,28,64,180,22.305902335448074,10,1,21,36,33,9.53182282118394,11.196265576670422,87,72,90,29.21242993201473,10,1,36,66,15,-10.18999940129749,-68.51169753160741,66,36,180,24,1,22.67706769681734,21.36306482109004,Rectangle
B-024,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",87,76,104.51615690064772,30,84,33,60,30,19,28,15,4.132674049514288,-13.472352547389956,28,28,180,21.267237311214267,10,1,30,21,33,0.9277265853443204,7.149494971170714,66,21,0,27.569800939929912,10,1,0,0,0,7.342470347218937,-27.35547368134501,0,0,90,0,1,21.65063408236759,23.700022290321893,Rectangle
B-016,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,66 ;
60,6 ;
60,0 ;
0,0""",87,66,95.33910673496048,30,84,60,33,30,28,19,15,8.692706045107338,-15.164646964099026,28,28,90,23.25412140698412,10,1,30,21,33,-11.336262707438031,-3.847769670055566,21,66,180,26.97912507344411,10,1,0,0,0,6.041212957104694,-22.097993988774142,0,0,90,0,1,21.901377721118443,20.83874307617913,Rectangle
B-044,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",70,93,101.88033350963548,30,84,3,0,30,28,19,15,9.606829871849042,1.8870154688163625,60,58,90,22.034580381797667,10,1,30,21,33,16.617932070743237,5.4176722783719375,60,30,0,29.934822782198573,10,1,60,36,15,-57.22512988053775,2.1481944929865344,60,102,270,24,1,24.213320677205807,23.244623844274905,Rectangle
B-008,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",66,87,90.83437376450324,30,84,100,3,30,28,19,15,-13.249789583833325,20.55901088627564,28,28,270,20.514920785298187,10,1,21,36,33,5.594419110466537,33.923498003502125,100,72,90,27.393294772547016,10,1,36,60,15,3.570445855084044,-56.44109017387823,60,72,180,24,1,23.51804610724077,23.073002089988396,Rectangle
B-054,Bathroom - Three-Quarter Bath (2-Wall) - Center,6,L-Shaped,"""0,0 ;
87,0 ;
87,72 ;
21,72 ;
21,36 ;
0,36 ;
0,0""",88,82,90.629799337573,30,84,24,0,30,19,28,15,11.406147051146212,11.226348588717274,87,28,180,21.35322916529424,10,1,36,21,33,-0.6882873050601077,8.416943180311904,21,36,0,25.34777487250009,10,1,66,36,15,-91.11407991599766,7.652997502050712,87,72,270,24,1,22.105396792322296,22.88504520612996,Rectangle
B-051,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",95,93,89.56937627463051,30,84,39,0,30,19,28,15,23.82522555197816,9.311998201042588,64,100,0,22.544544202267936,10,1,36,21,33,14.999125124994071,13.142201429769678,21,36,180,26.07967085789248,10,1,36,60,15,9.180140868394725,7.26513373409796,36,100,0,24,1,22.566902213476887,22.199188548853208,Rectangle
B-059,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
60,0 ;
60,6 ;
96,6 ;
96,66 ;
0,66 ;
0,0""",62,74,86.52402132844581,30,84,27,66,30,19,28,15,6.779832785308223,6.98416888256195,28,28,0,22.12493412867977,10,1,21,30,33,4.432856725264689,12.896008888722497,21,66,270,27.63075886050307,10,1,60,36,15,-99.13904839790244,13.726254106018231,96,66,270,0,1,24.800340699803613,21.56030385812142,Rectangle
B-057,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
96,0 ;
96,60 ;
60,66 ;
60,60 ;
0,66 ;
0,0""",86,77,86.6539583170139,30,84,27,0,30,19,28,15,8.015406437233672,26.151212909582565,28,58,180,24.423892580586998,10,1,30,21,33,-0.6415085310739421,8.086753132123436,21,30,0,26.347977209593708,10,1,36,60,15,4.980789441377119,-56.52849693554002,96,60,180,0,1,22.595032691270383,20.97903772671085,Rectangle
B-040,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",88,83,104.44343971398489,30,84,102,3,30,19,28,15,6.590823123774389,18.36229263646524,63,60,180,22.77133341537779,10,1,30,21,33,-16.62916372948094,36.326571545002935,102,60,180,25.2953159974666,10,1,60,36,15,9.258382610033587,-3.392976734009604,36,60,90,24,0,20.92507097977031,20.752702734404554,Rectangle
B-059,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
60,0 ;
60,6 ;
96,6 ;
96,66 ;
0,66 ;
0,0""",90,93,89.60721708356962,30,84,27,66,30,19,28,15,6.9195155008837705,5.023463044564461,28,28,0,20.00555932644881,10,1,21,30,33,6.038455914207862,11.709006185169743,21,66,270,29.19287866717768,10,1,36,60,15,-18.326999583437253,8.087861629373794,96,66,0,0,1,20.447437589464386,21.952193024290978,Rectangle
B-038,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",73,79,97.84220253966733,30,84,0,69,30,28,19,15,5.665674766127754,0.9233405901717848,60,64,90,21.614192591434275,10,1,30,21,33,12.308846143964,2.816887082311272,60,102,180,28.17413849891932,10,1,36,60,15,16.180490926301914,6.222634390103852,60,36,0,24,1,24.572475547728097,23.34138393437655,Rectangle
B-008,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",65,101,99.2401153084995,30,84,100,3,30,28,19,15,8.224992140680042,11.385288993738808,28,28,90,22.706537866289224,10,1,36,21,33,5.061888735985716,9.785903979689271,100,72,0,25.60638734889772,10,1,60,36,15,-81.7393448950688,6.1301724084662,60,72,270,24,1,21.382498929358604,24.609057862045653,Rectangle
B-044,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",80,62,99.05106499647697,30,84,3,0,30,19,28,15,41.40198968438804,8.027821392018001,60,58,0,20.171600434725384,10,1,21,30,33,7.194010914887938,6.483628926043797,60,30,90,27.49718202702776,10,1,36,60,15,13.820770433825654,-106.540314959459,60,102,180,24,1,24.8183383179802,22.79820191762492,Rectangle
B-040,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",88,100,89.11250782971521,30,84,102,3,30,19,28,15,1.766646826361212,32.24653407778569,63,60,180,24.28397775170905,10,1,30,21,33,-12.272773815129003,54.199790190423535,102,60,180,25.959437090490823,10,1,60,36,15,-102.07307077376566,13.837556540873198,36,60,270,24,1,24.26160393739693,23.01190135693375,Rectangle
B-047,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",92,84,101.71970307824058,30,84,0,3,30,28,19,15,6.7287288475251765,9.951337616435111,100,28,90,24.149500385118188,10,1,21,36,33,16.553809836859187,7.48083004539331,36,72,270,29.11584943351952,10,1,36,60,15,6.475095763623704,9.607289210434498,100,72,0,24,1,22.90881909286123,20.53413697458038,Rectangle
B-051,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",67,83,103.01775835637832,30,84,39,0,30,28,19,15,8.540805754427865,5.28214765746006,64,100,90,23.89086984309906,10,1,21,36,33,46.288872327977714,-0.9382869365573594,21,36,270,25.945737425402918,10,1,60,36,15,-56.410984859258775,5.992062358368749,36,100,270,24,1,21.84898431874059,22.6528789182348,Rectangle
B-025,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",97,94,90.9031797645186,30,84,3,60,30,19,28,15,7.518704551656389,-8.43911619887394,57,28,180,21.14897687603348,10,1,30,21,33,-1.8222743996802748,12.92222567670502,30,21,180,27.29608336006908,10,1,0,0,0,-17.271176309313656,-88.06259169079931,0,0,180,0,1,24.58243703137312,22.00309632866932,Rectangle
B-004,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",75,67,97.37088830435026,30,84,66,3,30,28,19,15,-26.215132365751984,5.586352832773756,28,28,270,24.4819063158859,10,1,36,21,33,-1.0658066329611326,6.844586665989903,66,57,0,28.99333029582152,10,1,0,0,0,6.111868665443278,-73.41200739658846,0,0,90,0,1,24.49651875996836,20.25247332042811,Rectangle
B-003,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",76,90,100.60221977779214,30,84,33,0,30,19,28,15,6.774101342310605,-14.284747926577271,28,28,180,23.320074253071944,10,1,21,36,33,8.871021884910443,4.630735516000889,66,57,90,26.015733421425047,10,1,0,0,0,1.0941082345361917,-94.44658828888544,0,0,180,0,1,20.33684882399664,20.87837337504465,Rectangle
B-038,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",96,83,95.19732510688809,30,84,0,69,30,28,19,15,8.881189509572604,-16.69773271848661,60,64,90,23.94664502228269,10,1,30,21,33,13.128243225046372,3.2469045416606424,60,102,180,25.317942226727663,10,1,60,36,15,-66.36571669441034,-0.0946222814886859,60,36,270,24,0,22.09706858265809,24.02216004864964,Rectangle
B-039,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",76,92,101.2084395996902,30,84,0,3,30,19,28,15,39.71083463678677,9.594461697008738,60,58,0,22.208769504570206,10,1,30,21,33,8.68242650708293,5.988688147635579,60,30,0,25.636820731144017,10,1,36,60,15,16.878171515340973,-101.92028363167148,60,102,180,24,0,23.716553175707944,24.99544858778532,Rectangle
B-035,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",89,89,100.22333806217702,30,84,69,60,30,28,19,15,-20.40208635419945,29.52846155738576,63,28,270,24.697221030086236,10,1,21,30,33,5.720693235387914,16.327675107980667,102,21,90,26.56850657448045,10,1,60,36,15,-102.18552792641728,15.929245241607234,36,60,270,24,1,21.56548541832472,23.32082954224129,Rectangle
B-033,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",87,63,90.62575686278154,30,84,69,0,30,19,28,15,2.105927057361325,5.824715869135882,63,60,0,21.157167406913103,10,1,30,21,33,1.2407687696801828,41.56566880150952,102,60,180,26.31403682669638,10,1,36,60,15,-14.73059719554723,-58.44558568076901,36,60,180,24,0,24.24644440174933,21.77101100316688,Rectangle
B-046,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",63,87,88.64587962110117,30,84,3,102,30,19,28,15,38.318400981352525,9.104450149127466,60,63,0,24.128712933152418,10,1,21,30,33,5.334312290727111,2.779994926457892,60,102,90,25.477384122793044,10,1,60,36,15,-50.91326778391581,-1.6232937746144875,60,36,270,24,1,22.75048686466998,20.5087469033125,Rectangle
B-017,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",79,94,93.65941775053516,30,84,3,0,30,28,19,15,-16.843495300791925,12.477996844575374,66,28,270,23.396026082368216,10,1,36,21,33,-13.106882088558612,8.067195711678572,36,57,0,25.77515476626059,10,1,0,0,0,0.1467612014612145,6.678402054815358,0,0,0,0,0,21.54079122673079,22.863867563886945,Rectangle
B-013,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,66 ;
60,6 ;
60,0 ;
0,0""",83,67,92.93912380528346,30,84,0,3,30,28,19,15,-5.523624196199124,7.163586288461542,60,58,270,22.054495108486595,10,1,21,30,33,7.852526810750806,6.514615040951515,60,30,90,28.90275062164324,10,1,0,0,0,5.06911077832297,-37.80959740556061,0,0,90,0,1,21.400449297194445,22.267533164979582,Rectangle
B-032,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",69,69,94.53925585179212,30,84,0,33,30,28,19,15,3.7629711958023258,-14.847101354601246,28,28,270,21.08541859480064,10,1,21,36,33,7.247523653592226,0.8823857446689605,36,87,90,25.262732822056314,10,1,0,0,0,-0.7387620852365178,-125.3338788084304,0,0,180,0,1,22.61401106616263,24.7135466303655,Rectangle
B-002,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",92,97,104.07098762434345,30,84,66,3,30,19,28,15,5.250195682650743,7.1366967841345925,27,60,0,24.23138384199534,10,1,21,30,33,9.1812992170866,11.914916099969746,66,60,90,26.5969819844739,10,1,0,0,0,-102.15330320866832,1.6513078044526015,0,0,270,0,1,20.78607003291417,22.370764024523965,Rectangle
B-023,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",69,82,90.5482320836555,30,84,57,33,30,28,19,15,-10.792337718593055,4.350437341712064,48,28,270,20.983575606715668,10,1,21,36,33,9.894313481440893,-24.78360915449083,21,66,270,29.00546837596696,10,1,0,0,0,8.736696054829835,-65.74272401488406,0,0,90,0,1,24.463882320346663,20.9251114330546,Rectangle
B-052,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",95,101,89.70576093419234,30,84,39,100,30,19,28,15,34.86303886817781,2.0348775891943705,64,28,180,23.46602284289501,10,1,21,36,33,5.810225411678528,21.51609635712757,21,100,90,29.22241562154348,10,1,60,36,15,7.824603439570387,-29.18099781584454,36,60,90,24,0,20.064773557426147,22.282263577109557,Rectangle
B-027,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",64,62,105.17802927492616,30,84,33,36,30,19,28,15,-7.334662961464256,17.299745636524246,28,28,180,22.18842634545536,10,1,36,21,33,-2.465450847964737,9.659340228800977,87,36,0,25.279061722614408,10,1,0,0,0,-44.69409811903164,9.304133119594418,0,0,0,0,1,22.726842539259863,23.54318561535168,Rectangle
B-029,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",74,62,92.64275197273044,30,84,36,33,30,28,19,15,9.194266454796834,6.454607544415069,28,28,90,20.05214036108908,10,1,36,21,33,7.542877834608658,-21.67509200474477,36,87,180,26.5832617378918,10,1,0,0,0,-68.29937319371537,-9.54540224109727,0,0,270,0,1,23.96178615893165,23.92663369163652,Rectangle
B-012,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,66 ;
60,6 ;
60,0 ;
0,0""",68,65,102.19369451241076,30,84,60,3,30,28,19,15,-8.060541617183748,3.072352962865242,28,58,270,23.156021515074347,10,1,21,30,33,11.404124643185268,-14.215352787385829,21,30,270,29.50685279152901,10,1,0,0,0,-12.479122194401375,7.208794023793166,0,0,0,0,1,20.770109653911923,24.74258553023224,Rectangle
B-051,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",64,101,95.29840028295392,30,84,39,0,30,28,19,15,27.716929300783367,8.805549868911399,64,100,270,20.68906138380084,10,1,21,36,33,44.36202692036251,-17.235059477865686,21,36,270,27.84157717659617,10,1,36,60,15,10.217878320010522,9.388031764371002,36,100,0,24,1,20.56936999222661,23.670993278308345,Rectangle
B-012,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,66 ;
60,6 ;
60,0 ;
0,0""",65,87,98.42283696366869,30,84,60,3,30,19,28,15,14.659655856557729,7.801367902377202,28,58,0,23.269911866146742,10,1,21,30,33,8.722475989250263,7.80794478595935,21,30,90,28.876910692014867,10,1,0,0,0,5.315793614753137,-74.4326622518562,0,0,90,0,0,21.68153893797769,23.750533654686,Rectangle
B-054,Bathroom - Three-Quarter Bath (2-Wall) - Center,6,L-Shaped,"""0,0 ;
87,0 ;
87,72 ;
21,72 ;
21,36 ;
0,36 ;
0,0""",95,88,90.0988218392828,30,84,24,0,30,19,28,15,11.547380114856235,8.708703066701787,87,28,0,20.485150489747152,10,1,21,36,33,8.180711768383645,15.734629980093564,21,36,90,27.04645151111861,10,1,36,66,15,8.377364195442297,-79.84968699972548,87,72,180,24,1,20.811071566846586,24.50455062898924,Rectangle
B-030,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",93,90,97.90061914542238,30,84,36,24,30,28,19,15,9.783350119476143,-30.45077124125425,28,87,90,23.96265501576304,10,1,21,36,33,7.307894467985001,-4.626059775951601,36,21,90,27.284527771254,10,1,0,0,0,7.468043337201022,7.277608404936801,0,0,0,0,1,22.140833732577004,21.74851543999593,Rectangle
B-032,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",84,70,101.61226521623328,30,84,0,33,30,28,19,15,14.663870139970337,1.535897003581688,28,28,270,23.851970272164102,10,1,36,21,33,8.441199261089416,7.204195775549162,36,87,0,27.06187275632809,10,1,0,0,0,-65.35806801391904,-7.86718662937821,0,0,270,0,1,22.2778981300401,22.600768656108222,Rectangle
B-042,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",61,77,92.2184453465289,30,84,102,27,30,19,28,15,8.317921227480053,8.011618829468429,63,28,0,22.28767564620381,10,1,21,30,33,5.518380939171575,13.1055286854699,102,21,270,27.32041589578937,10,1,60,36,15,8.160848200912246,-28.32399906121848,36,60,90,24,1,20.08068592189391,21.599274038369156,Rectangle
B-016,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,66 ;
60,6 ;
60,0 ;
0,0""",67,93,102.13442441483804,30,84,60,33,30,28,19,15,-16.562046911842867,6.481134463543679,28,28,270,20.27956887521811,10,1,21,30,33,2.399434855547142,8.177294276282634,21,66,270,25.64354375738971,10,1,0,0,0,7.349356647895246,0.8818917320167827,0,0,90,0,1,23.936369288929097,23.07057515824779,Rectangle
B-015,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,66 ;
60,6 ;
60,0 ;
0,0""",75,92,99.8073522018675,30,84,0,33,30,28,19,15,5.764103273056548,-7.61364784414384,60,28,90,20.839447271388664,10,1,21,30,33,5.55705507384535,5.7675146405059685,60,66,90,25.1197727771196,10,1,0,0,0,0.6240467180291374,-94.33296892889398,0,0,180,0,1,20.395391571233237,20.26198959469447,Rectangle
B-020,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",85,63,95.8065883569628,30,84,0,33,30,28,19,15,-10.773328299032984,3.3229964863549544,28,28,270,21.01064954492195,10,1,36,21,33,3.425204913651819,-3.25515234608652,57,66,180,27.51767561017044,10,1,0,0,0,6.9665078072095845,-32.23186349167294,0,0,90,0,1,20.319203605015893,24.07117498720176,Rectangle
B-045,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",78,82,97.46312873061112,30,84,27,102,30,28,19,15,8.585236203184012,-10.95014306220906,28,63,90,20.7940575173444,10,1,30,21,33,12.555747621056074,4.646009609393461,21,102,180,27.77386297205176,10,1,36,60,15,13.954181916780763,5.995861572733164,60,36,0,24,1,24.503692829530397,21.355406600852863,Rectangle
B-030,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",98,79,95.86933750955777,30,84,36,24,30,28,19,15,15.998888689025373,-10.05457175196615,28,87,270,24.9115059081707,10,1,21,36,33,5.82143914261802,-5.806097257180845,36,21,90,27.88155891627284,10,1,0,0,0,9.046792155711117,8.79837625883589,0,0,0,0,0,24.26006965327054,21.252551646316384,Rectangle
B-053,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",63,96,91.63738620703192,30,84,3,100,30,28,19,15,6.162677762237603,3.5828016114124543,28,28,90,22.19638157047485,10,1,36,21,33,12.871444538527705,5.372475799371456,72,100,0,28.150349602095076,10,1,60,36,15,7.541726091931112,-1.434213415205816,72,60,90,24,0,21.263375588741376,23.18402661439726,Rectangle
B-039,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",87,94,94.37049108722394,30,84,0,3,30,19,28,15,17.904124712015744,8.518598100213502,60,58,0,24.324665220602373,10,1,21,30,33,37.70758911605892,-8.121377390195047,60,30,270,26.422179751158204,10,1,36,60,15,8.556193343097664,-95.4397217242504,60,102,180,24,1,21.1713166661228,21.32100441850954,Rectangle
B-021,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",94,70,101.47255924642678,30,84,0,3,30,19,28,15,6.156032394643765,-14.942794240593129,28,66,180,24.748623784284447,10,1,21,36,33,5.681188151594167,9.1199367622803,57,36,270,28.42205274264617,10,1,0,0,0,5.517833016759959,-99.22315008187392,0,0,180,0,0,24.19347650199111,20.403155871776946,Rectangle
B-049,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",86,70,96.28200240843272,30,84,0,39,30,28,19,15,6.493692867743492,18.818677086510892,100,64,90,20.890285240382998,10,1,36,21,33,-5.518285511999332,39.0790434572798,36,21,180,25.79971803546411,10,1,60,36,15,-81.42835722538017,13.344610361139065,100,36,270,24,1,20.06757558011129,24.73591606832588,Rectangle
B-052,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",62,99,89.87739745580753,30,84,39,100,30,19,28,15,40.415416802759545,-9.777624734936698,64,28,180,24.28291463427113,10,1,36,21,33,11.464678084293826,5.88365042905509,21,100,0,29.491748423895697,10,1,36,60,15,12.166287442141073,-93.22483647165394,36,60,180,24,1,23.43000257235741,22.466663128580176,Rectangle
B-014,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",67,68,99.6272481923373,30,84,66,27,30,19,28,15,6.331001211201129,7.536984853035398,28,28,0,24.03474371217565,10,1,21,30,33,-1.080448977031331,-15.344960227032225,66,21,270,29.3730658196082,10,1,0,0,0,-103.15762835823226,-9.402050629334733,0,0,270,0,0,21.315881402082308,23.33152686098049,Rectangle
B-048,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",90,70,104.70152356841687,30,84,100,39,30,28,19,15,-2.789234370057587,44.19021843928481,28,64,270,20.37565263632093,10,1,36,21,33,6.5807337828946,7.773228004466037,100,21,0,27.075577044743333,10,1,36,60,15,-8.80785889168914,9.52928101136595,60,36,0,24,1,21.69535071032369,21.299161609264598,Rectangle
B-044,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",73,65,102.94553120603052,30,84,3,0,30,28,19,15,6.367621718135714,-11.527195243043986,60,58,90,22.120394483334124,10,1,30,21,33,18.38172137389432,9.90042489252445,60,30,0,28.70594697711467,10,1,36,60,15,18.16163095865081,7.744854410356476,60,102,0,24,1,24.97021334708688,22.076148036982936,Rectangle
B-027,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",77,85,101.26216883985916,30,84,33,36,30,28,19,15,-43.369779788437725,9.794811305420842,28,28,270,20.903562428133533,10,1,36,21,33,-19.603669744799237,25.160328051210755,87,36,180,26.303559806139926,10,1,0,0,0,9.923620255597523,-68.58245266731754,0,0,90,0,1,21.46357806632828,22.813253415666,Rectangle
B-002,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",81,77,100.5278757765661,30,84,66,3,30,28,19,15,-11.981196102675698,10.822415708649096,27,60,270,21.195163302634136,10,1,30,21,33,-9.600772526669424,9.107099715042386,66,60,0,29.72477661378605,10,1,0,0,0,-92.35414190599955,2.0388944827572506,0,0,270,0,1,21.23789607586133,22.611842722090486,Rectangle
B-056,Bathroom - Three-Quarter Bath (2-Wall) - Center,6,L-Shaped,"""21,0 ;
87,0 ;
87,72 ;
0,72 ;
0,36 ;
21,36 ;
21,0""",85,73,89.57600554135759,30,84,24,72,30,19,28,15,11.481586458245722,9.432201343062353,87,64,0,23.40032972207537,10,1,36,21,33,-6.686883265309896,5.832041910848679,21,72,0,28.05529417267972,10,1,36,66,15,-5.8955368213582044,8.643805206042584,87,36,0,24,1,22.17164636661395,22.51669930824489,Rectangle
B-024,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",72,66,99.10341388190572,30,84,33,60,30,19,28,15,0.7018886035486194,8.289196027185564,28,28,0,23.186707367346784,10,1,21,30,33,-2.4591006069699235,-2.008374557317796,66,21,270,25.17152482578592,10,1,0,0,0,9.910217736239272,-5.668088539546202,0,0,90,0,1,20.861699963733606,20.71817669046007,Rectangle
