Room_ID,Description,Number_of_Vertices,Shape_Type,Co-ordinates,Room_Length,Room_Width,Room_Height,Door_Width,Door_Height,Door_X_Position,Door_Y_Position,Door_Swing_Clearance,Toilet_Width,Toilet_Depth,Toilet_Height,Toilet_X_Position,Toilet_Y_Position,Toilet_X_End,Toilet_Y_End,Toilet_Rotation,Toilet_Front_Clearance,Toilet_Side_Clearance,Has_Toilet,Sink_Width,Sink_Depth,Sink_Height,Sink_X_Position,Sink_Y_Position,Sink_X_End,Sink_Y_End,Sink_Rotation,Sink_Front_Clearance,Sink_Side_Clearance,Has_Sink,Bathtub_Width,Bathtub_Depth,Bathtub_Height,Bathtub_X_Position,Bathtub_Y_Position,Bathtub_X_End,Bathtub_Y_End,Bathtub_Rotation,Bathtub_Entry_Clearance,Has_Bathtub,Bathtub_Exists
B-029,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",87.56556786333536,34.077030731075865,91.33243645105571,30,84,36,33,30,19,28,15,9.0,0.0,28,28,270,30,9,1,36,21,33,0.0,66.0,36,87,180,35,0,1,0,0,0,0.0,34.077030731075865,0,0,90,0,0,1
B-032,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",92.43062516053783,33.97324577659178,101.4995662921907,30,84,0,33,30,19,28,15,9.0,33.97324577659178,28,28,180,30,9,1,36,21,33,0.0,33.97324577659178,36,87,270,35,0,1,0,0,0,99.87806353390863,33.97324577659178,0,0,90,0,0,1
B-042,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",61.72961701972829,96.86297912770182,97.37651893673541,30,84,102,27,30,19,28,15,61.72961701972829,0.0,63,28,0,30,9,1,30,21,33,61.72961701972829,0.0,102,21,270,35,0,1,36,60,15,32.66158324501719,96.86297912770182,36,60,270,24,1,1
B-018,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",59.05079292239013,67.31834581606003,88.14678574245819,30,84,33,57,30,19,28,15,0.0,30.0,28,49,0,30,9,1,36,21,33,0.0,0.0,66,21,180,35,0,1,0,0,0,59.05079292239013,0.0,0,0,180,0,0,1
B-018,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",52.59199916159257,61.41159455493663,90.01273887704032,30,84,33,57,30,19,28,15,0.0,30.0,28,49,180,30,9,1,36,21,33,30.0,0.0,66,21,0,35,0,1,0,0,0,0.0,61.41159455493663,0,0,90,0,0,1
B-001,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",64.02222579839382,61.050294525508036,88.2535418070718,30,84,30,0,30,19,28,15,8.0,0.0,27,60,270,30,9,1,30,21,33,0.0,39.0,66,60,270,35,0,1,0,0,0,33.620972968533025,0.0,0,0,0,0,0,1
B-014,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",63.8451126560173,69.98942933881466,86.59357869826161,30,84,66,27,30,19,28,15,9.0,0.0,28,28,180,30,9,1,30,21,33,36.0,0.0,66,21,270,35,0,1,0,0,0,32.963473322200606,0.0,0,0,180,0,0,1
B-010,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
96,0 ;
96,66 ;
36,66 ;
36,60 ;
0,60 ;
0,0""",72.43249268262525,94.49452537401028,88.32449033301555,30,84,39,0,30,19,28,15,68.0,0.0,96,57,270,30,9,1,30,21,33,72.43249268262525,0.0,96,30,90,35,0,1,36,60,15,27.313652002027922,94.49452537401028,36,60,270,0,1,1
B-031,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",94.49187422823297,38.868283935767515,100.33927265023627,30,84,0,24,30,19,28,15,94.49187422823297,59.0,28,87,180,30,9,1,36,21,33,0.0,0.0,36,21,270,35,0,1,0,0,0,31.557089433248507,0.0,0,0,180,0,0,1
B-041,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",59.83314793123502,94.02177925802614,103.28652668420713,30,84,0,27,30,19,28,15,39.0,0.0,58,28,270,30,9,1,30,21,33,0.0,94.02177925802614,30,21,90,35,0,1,36,60,15,66.0,94.02177925802614,102,60,270,24,1,1
B-026,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",37.57500681119812,79.12706859861059,90.14908353507376,30,84,24,0,30,19,28,15,0.0,9.0,87,28,270,30,9,1,36,21,33,37.57500681119812,0.0,21,36,90,35,0,1,0,0,0,24.71951042736601,0.0,0,0,90,0,0,1
B-050,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",99.58014856617427,71.07622420263115,104.32945739528907,30,84,3,0,30,19,28,15,99.58014856617427,72.0,28,100,180,30,9,1,36,21,33,99.58014856617427,0.0,72,36,270,35,0,1,36,60,15,36.0,0.0,72,100,270,24,1,1
B-052,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",99.0489512515231,70.2475078798717,91.58271197614077,30,84,39,100,30,19,28,15,0.0,0.0,64,28,180,30,9,1,36,21,33,0.0,64.0,21,100,270,35,0,1,36,60,15,31.428651556055804,0.0,36,60,90,24,1,1
B-058,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,6 ;
0,66 ;
96,66 ;
96,0 ;
36,0 ;
36,6 ;
0,6""",59.891085529922314,89.69208559334612,100.81579357978444,30,84,39,66,30,19,28,15,68.0,89.69208559334612,96,28,0,30,9,1,30,21,33,75.0,0.0,96,66,0,35,0,1,36,60,15,0.0,0.0,36,66,0,0,1,1
B-058,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,6 ;
0,66 ;
96,66 ;
96,0 ;
36,0 ;
36,6 ;
0,6""",64.06249714975006,90.37851012895882,91.09341228473374,30,84,39,66,30,19,28,15,64.06249714975006,9.0,96,28,270,30,9,1,30,21,33,0.0,36.0,96,66,0,35,0,1,36,60,15,0.0,90.37851012895882,36,66,270,0,1,0
B-021,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",70.10760781361752,59.61810917072138,92.49831521115183,30,84,0,3,30,19,28,15,0.0,38.0,28,66,270,30,9,1,36,21,33,0.0,0.0,57,36,270,35,0,1,0,0,0,70.10760781361752,0.0,0,0,270,0,0,1
B-033,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",57.259715752553156,101.43644279234819,99.36991302360494,30,84,69,0,30,19,28,15,0.0,32.0,63,60,0,30,9,1,30,21,33,72.0,0.0,102,60,180,35,0,1,36,60,15,0.0,0.0,36,60,270,24,1,0
B-002,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",57.43729603494921,60.37558475719343,94.79297422188037,30,84,66,3,30,19,28,15,57.43729603494921,32.0,27,60,180,30,9,1,30,21,33,36.0,60.37558475719343,66,60,180,35,0,1,0,0,0,0.0,60.37558475719343,0,0,180,0,0,1
B-035,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",58.753772738463404,101.42221799973674,88.01461636103228,30,84,69,60,30,19,28,15,44.0,101.42221799973674,63,28,270,30,9,1,30,21,33,72.0,101.42221799973674,102,21,90,35,0,1,36,60,15,58.753772738463404,0.0,36,60,180,24,1,1
B-002,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",60.105579907705035,68.94548525278093,87.06939428739766,30,84,66,3,30,19,28,15,8.0,0.0,27,60,270,30,9,1,30,21,33,36.0,0.0,66,60,90,35,0,1,0,0,0,0.0,68.94548525278093,0,0,270,0,0,0
B-038,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",94.64082097265411,63.98194283407233,86.52644103859646,30,84,0,69,30,19,28,15,94.64082097265411,45.0,60,64,270,30,9,1,30,21,33,0.0,72.0,60,102,270,35,0,1,36,60,15,94.64082097265411,0.0,60,36,0,24,1,1
B-033,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",55.8295966788616,92.7031080961215,99.06754155926802,30,84,69,0,30,19,28,15,55.8295966788616,32.0,63,60,90,30,9,1,30,21,33,0.0,39.0,102,60,0,35,0,1,36,60,15,55.8295966788616,0.0,36,60,270,24,1,1
B-008,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",67.36565013472791,99.8434676522901,94.17071657811796,30,84,100,3,30,19,28,15,0.0,0.0,28,28,0,30,9,1,36,21,33,0.0,51.0,100,72,270,35,0,1,36,60,15,35.922091424699644,0.0,60,72,90,24,1,1
B-023,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",70.123712853195,57.892992012839336,86.82696727398054,30,84,57,33,30,19,28,15,29.0,0.0,48,28,270,30,9,1,36,21,33,70.123712853195,30.0,21,66,180,35,0,1,0,0,0,0.0,0.0,0,0,90,0,0,1
B-035,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",62.60481158980798,112.16496688845712,95.11144991803229,30,84,69,60,30,19,28,15,0.0,0.0,63,28,180,30,9,1,30,21,33,72.0,0.0,102,21,270,35,0,1,36,60,15,0.0,112.16496688845712,36,60,180,24,1,0
B-038,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",96.62302708275416,54.792949684223004,87.98556033052073,30,84,0,69,30,19,28,15,32.0,0.0,60,64,180,30,9,1,30,21,33,39.0,54.792949684223004,60,102,90,35,0,1,36,60,15,96.62302708275416,0.0,60,36,270,24,1,1
B-055,Bathroom - Three-Quarter Bath (2-Wall) - Center,6,L-Shaped,"""0,0 ;
0,72 ;
87,72 ;
87,36 ;
66,36 ;
66,0 ;
0,0""",67.38647424758754,91.37713734324919,95.94406525084015,30,84,33,72,30,19,28,15,0.0,0.0,28,64,180,30,9,1,36,21,33,66.0,0.0,87,72,270,35,0,1,36,66,15,35.523327200211774,0.0,66,36,270,24,1,0
B-021,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",67.97848394299957,54.77990818278186,94.90675013090967,30,84,0,3,30,19,28,15,0.0,38.0,28,66,180,30,9,1,36,21,33,67.97848394299957,0.0,57,36,0,35,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0
B-057,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
96,0 ;
96,60 ;
60,66 ;
60,60 ;
0,66 ;
0,0""",67.01203328976953,101.55476897813563,104.15785192259948,30,84,27,0,30,19,28,15,0.0,101.55476897813563,28,58,0,30,9,1,30,21,33,0.0,0.0,21,30,180,35,0,1,36,60,15,60.0,0.0,96,60,270,0,1,1
B-010,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
96,0 ;
96,66 ;
36,66 ;
36,60 ;
0,60 ;
0,0""",65.34132120718131,92.15718116365824,99.07390619050955,30,84,39,0,30,19,28,15,65.34132120718131,38.0,96,57,270,30,9,1,30,21,33,65.34132120718131,0.0,96,30,270,35,0,1,36,60,15,0.0,92.15718116365824,36,60,270,0,1,1
B-036,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",111.76017593255753,59.49409698192805,104.77398887209011,30,84,60,3,30,19,28,15,0.0,39.0,28,58,0,30,9,1,30,21,33,0.0,59.49409698192805,21,30,270,35,0,1,36,60,15,33.252604528185984,59.49409698192805,60,102,0,24,1,1
B-002,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",55.255749105962614,63.48278615870303,100.91896566345011,30,84,66,3,30,19,28,15,55.255749105962614,32.0,27,60,0,30,9,1,30,21,33,36.0,0.0,66,60,0,35,0,1,0,0,0,83.55563303531153,0.0,0,0,270,0,0,1
B-018,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",53.88860840297803,71.61553692975909,101.55361606276651,30,84,33,57,30,19,28,15,0.0,0.0,28,49,90,30,9,1,36,21,33,30.0,71.61553692975909,66,21,90,35,0,1,0,0,0,27.633830410204585,0.0,0,0,0,0,0,1
B-003,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",60.46683791938069,69.24767031992383,101.23155496603135,30,84,33,0,30,19,28,15,0.0,69.24767031992383,28,28,180,30,9,1,36,21,33,60.46683791938069,36.0,66,57,90,35,0,1,0,0,0,36.96652821974958,69.24767031992383,0,0,270,0,0,1
B-053,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",109.36011734161433,74.5638336784871,101.76425011109049,30,84,3,100,30,19,28,15,0.0,0.0,28,28,0,30,9,1,36,21,33,109.36011734161433,64.0,72,100,180,35,0,1,36,60,15,109.36011734161433,0.0,72,60,0,24,1,1
B-058,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,6 ;
0,66 ;
96,66 ;
96,0 ;
36,0 ;
36,6 ;
0,6""",63.47318501938791,94.35928877150992,103.14993295308531,30,84,39,66,30,19,28,15,68.0,0.0,96,28,270,30,9,1,30,21,33,75.0,0.0,96,66,0,35,0,1,36,60,15,27.43412593666386,6.0,36,66,180,0,1,1
B-051,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",106.5076649830957,75.80545695209743,103.8711393860069,30,84,39,0,30,19,28,15,45.0,0.0,64,100,90,30,9,1,36,21,33,106.5076649830957,0.0,21,36,0,35,0,1,36,60,15,106.5076649830957,40.0,36,100,270,24,1,1
B-038,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",103.86512477297806,56.715950724601825,98.50738198331926,30,84,0,69,30,19,28,15,32.0,0.0,60,64,270,30,9,1,30,21,33,0.0,72.0,60,102,90,35,0,1,36,60,15,0.0,0.0,60,36,90,24,1,1
B-009,Bathroom - Three-Quarter Bath (2-Wall) - Center,6,L-Shaped,"""0,0 ;
87,0 ;
87,36 ;
66,36 ;
66,72 ;
0,72 ;
0,0""",77.63195125958273,86.0311880524897,88.94074784415251,30,84,33,0,30,19,28,15,0.0,9.0,28,28,90,30,9,1,36,21,33,66.0,86.0311880524897,87,36,0,35,0,1,36,60,15,0.0,86.0311880524897,60,72,90,24,1,1
B-001,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",62.29646329428073,70.1238167677058,97.43594864053983,30,84,30,0,30,19,28,15,62.29646329428073,32.0,27,60,180,30,9,1,30,21,33,0.0,39.0,66,60,90,35,0,1,0,0,0,0.0,0.0,0,0,90,0,0,1
B-031,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",86.96953374523261,38.11118709397398,88.16632258113384,30,84,0,24,30,19,28,15,86.96953374523261,59.0,28,87,90,30,9,1,36,21,33,86.96953374523261,0.0,36,21,180,35,0,1,0,0,0,0.0,0.0,0,0,180,0,0,0
B-027,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",32.736547664759215,93.29609559767502,90.45100701308115,30,84,33,36,30,19,28,15,32.736547664759215,9.0,28,28,0,30,9,1,36,21,33,66.0,0.0,87,36,180,35,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0
B-001,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",64.41760691539639,63.636618224234056,100.02290788264827,30,84,30,0,30,19,28,15,8.0,0.0,27,60,0,30,9,1,30,21,33,36.0,0.0,66,60,0,35,0,1,0,0,0,33.71700334421889,0.0,0,0,180,0,0,1
B-015,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,66 ;
60,6 ;
60,0 ;
0,0""",64.25159438573223,58.952449687443476,88.89990479421574,30,84,0,33,30,19,28,15,32.0,58.952449687443476,60,28,180,30,9,1,30,21,33,39.0,58.952449687443476,60,66,90,35,0,1,0,0,0,29.16763163873525,58.952449687443476,0,0,270,0,0,0
B-028,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",36.400715590100475,90.22200498281101,101.38202482101384,30,84,24,36,30,19,28,15,0.0,90.22200498281101,28,28,180,30,9,1,36,21,33,66.0,0.0,87,36,180,35,0,1,0,0,0,36.400715590100475,0.0,0,0,90,0,0,1
B-047,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",74.33119816804194,101.3056752683287,92.35861702794013,30,84,0,3,30,19,28,15,72.0,101.3056752683287,100,28,90,30,9,1,36,21,33,0.0,51.0,36,72,0,35,0,1,36,60,15,40.0,101.3056752683287,100,72,0,24,1,1
B-045,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",101.87890043201644,60.844073644007864,103.03606862870936,30,84,27,102,30,19,28,15,0.0,44.0,28,63,90,30,9,1,30,21,33,101.87890043201644,72.0,21,102,180,35,0,1,36,60,15,0.0,0.0,60,36,0,24,1,1
B-021,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",60.523319904655324,60.992446321638404,96.99165339604198,30,84,0,3,30,19,28,15,60.523319904655324,38.0,28,66,90,30,9,1,36,21,33,60.523319904655324,0.0,57,36,180,35,0,1,0,0,0,0.0,0.0,0,0,270,0,0,0
B-025,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",58.2207995993906,70.57090384712377,86.88141574519146,30,84,3,60,30,19,28,15,38.0,70.57090384712377,57,28,0,30,9,1,30,21,33,0.0,0.0,30,21,270,35,0,1,0,0,0,58.2207995993906,0.0,0,0,270,0,0,1
B-023,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",67.94112570414778,60.78629786532647,105.5538087787894,30,84,57,33,30,19,28,15,67.94112570414778,0.0,48,28,270,30,9,1,36,21,33,0.0,0.0,21,66,180,35,0,1,0,0,0,0.0,60.78629786532647,0,0,0,0,0,1
B-054,Bathroom - Three-Quarter Bath (2-Wall) - Center,6,L-Shaped,"""0,0 ;
87,0 ;
87,72 ;
21,72 ;
21,36 ;
0,36 ;
0,0""",75.4805332914627,81.30750045605075,102.56931237155275,30,84,24,0,30,19,28,15,75.4805332914627,9.0,87,28,180,30,9,1,36,21,33,0.0,0.0,21,36,90,35,0,1,36,66,15,21.0,0.0,87,72,270,24,1,1
B-035,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",58.14546728707008,106.99131379022778,103.89598585764372,30,84,69,60,30,19,28,15,0.0,0.0,63,28,270,30,9,1,30,21,33,72.0,106.99131379022778,102,21,0,35,0,1,36,60,15,58.14546728707008,0.0,36,60,180,24,1,1
B-021,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",60.22453683694176,59.07249582998703,92.17847170861931,30,84,0,3,30,19,28,15,9.0,0.0,28,66,0,30,9,1,36,21,33,36.0,59.07249582998703,57,36,180,35,0,1,0,0,0,60.22453683694176,0.0,0,0,0,0,0,1
B-045,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",93.361312154913,56.375770199025425,102.5600477243254,30,84,27,102,30,19,28,15,0.0,56.375770199025425,28,63,0,30,9,1,30,21,33,0.0,72.0,21,102,90,35,0,1,36,60,15,26.257967703777997,0.0,60,36,90,24,1,1
B-041,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",58.600786081831565,111.39216954446383,90.20050444843834,30,84,0,27,30,19,28,15,0.0,0.0,58,28,0,30,9,1,30,21,33,0.0,111.39216954446383,30,21,0,35,0,1,36,60,15,66.0,111.39216954446383,102,60,0,24,1,1
B-020,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",66.61522277214037,59.75855291328882,91.76252972417126,30,84,0,33,30,19,28,15,9.0,0.0,28,28,180,30,9,1,36,21,33,66.61522277214037,30.0,57,66,180,35,0,1,0,0,0,32.5082002483757,0.0,0,0,0,0,0,1
B-011,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",55.67773952865325,72.54482149847816,102.32075437790382,30,84,3,0,30,19,28,15,0.0,32.0,57,60,90,30,9,1,30,21,33,0.0,72.54482149847816,30,60,270,35,0,1,0,0,0,55.67773952865325,0.0,0,0,0,0,0,1
B-035,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",61.33950516368127,104.75570524885147,99.00517264432558,30,84,69,60,30,19,28,15,44.0,104.75570524885147,63,28,270,30,9,1,30,21,33,61.33950516368127,0.0,102,21,270,35,0,1,36,60,15,0.0,104.75570524885147,36,60,0,24,1,1
B-049,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",73.93859305081567,94.31172050324925,94.1262304459321,30,84,0,39,30,19,28,15,72.0,0.0,100,64,90,30,9,1,36,21,33,73.93859305081567,0.0,36,21,270,35,0,1,36,60,15,166.36435026091442,0.0,100,36,0,24,1,1
B-004,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",58.93994104982562,59.73197963148701,89.83372308509004,30,84,66,3,30,19,28,15,0.0,9.0,28,28,90,30,9,1,36,21,33,58.93994104982562,36.0,66,57,270,35,0,1,0,0,0,0.0,59.73197963148701,0,0,180,0,0,0
B-043,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",95.61888834427249,58.35236254862934,97.49443341030137,30,84,27,0,30,19,28,15,0.0,0.0,28,58,180,30,9,1,30,21,33,0.0,0.0,21,30,180,35,0,1,36,60,15,31.800252322055933,66.0,60,102,180,24,1,1
B-046,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",103.04711531980439,59.88630126052925,98.556082952053,30,84,3,102,30,19,28,15,103.04711531980439,44.0,60,63,180,30,9,1,30,21,33,39.0,0.0,60,102,180,35,0,1,36,60,15,103.04711531980439,0.0,60,36,180,24,1,1
B-016,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,66 ;
60,6 ;
60,0 ;
0,0""",61.25177023436285,56.29687289870783,105.2684047150881,30,84,60,33,30,19,28,15,0.0,9.0,28,28,0,30,9,1,30,21,33,0.0,56.29687289870783,21,66,90,35,0,1,0,0,0,34.982683464743914,0.0,0,0,270,0,0,1
B-059,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
60,0 ;
60,6 ;
96,6 ;
96,66 ;
0,66 ;
0,0""",62.70372438993529,101.28163787232191,101.00833473073646,30,84,27,66,30,19,28,15,0.0,101.28163787232191,28,28,90,30,9,1,30,21,33,62.70372438993529,36.0,21,66,180,35,0,1,36,60,15,60.0,101.28163787232191,96,66,180,0,1,1
B-026,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",37.29999856591893,84.12177789460794,96.02004306936054,30,84,24,0,30,19,28,15,37.29999856591893,9.0,87,28,270,30,9,1,36,21,33,37.29999856591893,0.0,21,36,90,35,0,1,0,0,0,29.54148010780134,0.0,0,0,180,0,0,1
B-025,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",56.33297877109877,70.91401922261515,102.48794388136979,30,84,3,60,30,19,28,15,38.0,70.91401922261515,57,28,180,30,9,1,30,21,33,56.33297877109877,0.0,30,21,90,35,0,1,0,0,0,0.0,70.91401922261515,0,0,180,0,0,1
B-029,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",89.48155150058237,33.82090193354474,90.0893523210477,30,84,36,33,30,19,28,15,9.0,33.82090193354474,28,28,0,30,9,1,36,21,33,0.0,0.0,36,87,0,35,0,1,0,0,0,89.48155150058237,0.0,0,0,270,0,0,1
B-007,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",60.378163212965305,103.48110357399874,93.59195081224583,30,84,0,3,30,19,28,15,60.378163212965305,32.0,59,60,270,30,9,1,30,21,33,0.0,0.0,30,60,90,35,0,1,36,60,15,66.0,0.0,102,60,270,24,1,1
B-008,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",67.49288078094199,95.36712678408506,101.24671901690012,30,84,100,3,30,19,28,15,0.0,9.0,28,28,90,30,9,1,36,21,33,67.49288078094199,51.0,100,72,90,35,0,1,36,60,15,25.02197103296495,0.0,60,72,0,24,1,0
B-024,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",62.48271276683633,65.1423509556338,94.34414770302331,30,84,33,60,30,19,28,15,0.0,0.0,28,28,270,30,9,1,30,21,33,36.0,0.0,66,21,180,35,0,1,0,0,0,36.05137123219123,0.0,0,0,180,0,0,1
B-029,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",89.79127782046744,38.04165945218563,103.60698176999162,30,84,36,33,30,19,28,15,9.0,0.0,28,28,0,30,9,1,36,21,33,0.0,66.0,36,87,0,35,0,1,0,0,0,30.58715013077627,0.0,0,0,180,0,0,1
